match_url,home_prob_softmax
https://www.premierleague.com/match/14040,0.507839357542777
https://www.premierleague.com/match/14041,0.49003631917268375
https://www.premierleague.com/match/14042,0.4951414029311639
https://www.premierleague.com/match/14043,0.5044286341839888
https://www.premierleague.com/match/14044,0.4971787799404223
https://www.premierleague.com/match/14045,0.49607633054378314
https://www.premierleague.com/match/14046,0.49283923963179144
https://www.premierleague.com/match/14047,0.505448534320557
https://www.premierleague.com/match/14048,0.5020824879582182
https://www.premierleague.com/match/14049,0.5039549175164525
https://www.premierleague.com/match/14050,0.4949589208188455
https://www.premierleague.com/match/14051,0.4988437520610714
https://www.premierleague.com/match/14052,0.5054110387429618
https://www.premierleague.com/match/14053,0.5006024997083851
https://www.premierleague.com/match/14054,0.4994500002218332
https://www.premierleague.com/match/14055,0.504272396014624
https://www.premierleague.com/match/14056,0.49976750001675746
https://www.premierleague.com/match/14057,0.4912546419720485
https://www.premierleague.com/match/14058,0.5005674997563109
https://www.premierleague.com/match/14059,0.5066433590259689
https://www.premierleague.com/match/14060,0.5079005923682565
https://www.premierleague.com/match/14061,0.5040174135439922
https://www.premierleague.com/match/14062,0.49962000007316265
https://www.premierleague.com/match/14063,0.48718405777047963
https://www.premierleague.com/match/14064,0.5022987338039059
https://www.premierleague.com/match/14065,0.499846250004846
https://www.premierleague.com/match/14066,0.5049023429004854
https://www.premierleague.com/match/14067,0.5031499583261616
https://www.premierleague.com/match/14068,0.4912159038792362
https://www.premierleague.com/match/14069,0.5049110920578296
https://www.premierleague.com/match/14070,0.5043686388275814
https://www.premierleague.com/match/14071,0.4939852901486083
https://www.premierleague.com/match/14072,0.5058997261765842
https://www.premierleague.com/match/14073,0.4952476431164051
https://www.premierleague.com/match/14074,0.500478749853693
https://www.premierleague.com/match/14075,0.49935250036195766
https://www.premierleague.com/match/14076,0.4947014483533392
https://www.premierleague.com/match/14077,0.49798751086784887
https://www.premierleague.com/match/14078,0.49389780299553193
https://www.premierleague.com/match/14079,0.5026962238655022
https://www.premierleague.com/match/14080,0.5089327994287682
https://www.premierleague.com/match/14081,0.5027524721954766
https://www.premierleague.com/match/14082,0.49789376245849
https://www.premierleague.com/match/14083,0.4887681398412274
https://www.premierleague.com/match/14084,0.5037224312245838
https://www.premierleague.com/match/14085,0.5100011658799822
https://www.premierleague.com/match/14086,0.49877750243603935
https://www.premierleague.com/match/14087,0.5040461616746235
https://www.premierleague.com/match/14088,0.4914570814451662
https://www.premierleague.com/match/14089,0.5003774999282719
https://www.premierleague.com/match/14090,0.4993050004476028
https://www.premierleague.com/match/14091,0.4963650640387433
https://www.premierleague.com/match/14092,0.5018337417783917
https://www.premierleague.com/match/14093,0.5074744431560532
https://www.premierleague.com/match/14094,0.502664974763714
https://www.premierleague.com/match/14095,0.4964200611756948
https://www.premierleague.com/match/14096,0.49210440638414604
